Empresa de Pesquisa Energética - EPE,,,,,,,,,,,,,
Consumo de energia elétrica na rede (MWh),,,,,,,,,,,,,
Sistema SIMPLES,,,,,,,,,,,,,
,,,,,,,,,,,,,
,2023*,,,,,,,,,,,,
,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,ANO
Sudeste,  15.518.488 ,  15.157.055 ,  15.516.648 ,  16.304.408 ,  15.581.963 ,  15.633.867 ,  15.509.118 ,  15.838.517 ,  16.391.989 ,  16.074.849 ,  16.089.443 ,  16.116.894 ,  189.733.239 
Sul,  4.809.416 ,  4.966.586 ,  5.069.873 ,  4.997.008 ,  4.799.821 ,  4.760.324 ,  4.724.562 ,  4.743.659 ,  4.654.131 ,  4.668.762 ,  4.748.342 ,  4.948.743 ,  57.891.228 
Centro-Oeste,  1.584.818 ,  1.569.678 ,  1.650.311 ,  1.726.784 ,  1.672.357 ,  1.664.488 ,  1.725.940 ,  1.717.071 ,  1.773.066 ,  1.755.984 ,  1.742.754 ,  1.659.777 ,  20.243.030 
SUBSISTEMA ELÉTRICO,,,,,,,,,,,,,
Sistemas Isolados,  577.924 ,  557.548 ,  568.774 ,  575.804 ,  572.979 ,  593.223 ,  604.373 ,  599.992 ,  637.941 ,  634.364 ,  639.584 ,  616.391 ,  7.178.897 
Norte,  1.890.933 ,  1.785.180 ,  1.884.709 ,  1.828.608 ,  1.905.814 ,  1.890.130 ,  1.913.978 ,  1.941.091 ,  1.914.332 ,  1.984.395 ,  1.961.498 ,  2.044.857 ,  22.945.525 
Nordeste,  4.017.487 ,  3.827.107 ,  3.936.072 ,  3.951.643 ,  3.976.608 ,  3.811.736 ,  3.873.385 ,  3.953.202 ,  3.993.510 ,  4.056.077 ,  4.133.521 ,  4.144.831 ,  47.675.176 
Sudeste/C.Oeste,  17.079.676 ,  16.702.060 ,  17.139.204 ,  18.002.439 ,  17.226.929 ,  17.270.770 ,  17.206.020 ,  17.526.411 ,  18.135.214 ,  17.801.714 ,  17.804.672 ,  17.750.325 ,  209.645.434 
Sul,  4.809.416 ,  4.966.586 ,  5.069.873 ,  4.997.008 ,  4.799.821 ,  4.760.324 ,  4.724.562 ,  4.743.659 ,  4.654.131 ,  4.668.762 ,  4.748.342 ,  4.948.743 ,  57.891.228 
,,,,,,,,,,,,,
,2004,,,,,,,,,,,,
,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,ANO
TOTAL BRASIL,  26.978.358 ,  26.508.171 ,  27.284.329 ,  28.046.182 ,  27.244.506 ,  27.082.961 ,  27.346.005 ,  27.656.858 ,  28.232.451 ,  28.556.121 ,  28.367.124 ,  28.562.106 ,  331.865.174 
REGIÃO GEOGRÁFICA,,,,,,,,,,,,,
Norte,  1.574.434 ,  1.507.449 ,  1.574.177 ,  1.598.862 ,  1.625.479 ,  1.641.382 ,  1.665.003 ,  1.729.896 ,  1.687.157 ,  1.724.167 ,  1.719.638 ,  1.740.621 ,  19.788.264 
Nordeste,  4.457.112 ,  4.139.768 ,  4.372.743 ,  4.461.999 ,  4.423.585 ,  4.409.302 ,  4.376.174 ,  4.438.515 ,  4.570.030 ,  4.657.881 ,  4.708.465 ,  4.770.510 ,  53.786.084 
Sudeste,  14.929.524 ,  14.714.714 ,  14.903.796 ,  15.501.323 ,  14.906.629 ,  14.898.517 ,  15.094.285 ,  15.189.575 ,  15.593.686 ,  15.839.877 ,  15.804.794 ,  15.750.648 ,  183.127.368 
Sul,  4.510.113 ,  4.690.228 ,  4.898.770 ,  4.873.311 ,  4.723.026 ,  4.556.564 ,  4.598.793 ,  4.653.182 ,  4.654.412 ,  4.590.698 ,  4.529.419 ,  4.665.214 ,  55.943.730 
Centro-Oeste,  1.507.174 ,  1.456.013 ,  1.534.844 ,  1.610.687 ,  1.565.788 ,  1.577.197 ,  1.611.750 ,  1.645.690 ,  1.727.167 ,  1.743.499 ,  1.604.807 ,  1.635.114 ,  19.219.728 
SUBSISTEMA ELÉTRICO,,,,,,,,,,,,,
Sistemas Isolados,  537.166 ,  515.912 ,  525.472 ,  538.284 ,  536.325 ,  539.350 ,  552.988 ,  559.477 ,  583.883 ,  605.454 ,  598.479 ,  603.585 ,  6.696.375 
Norte,  1.795.207 ,  1.707.571 ,  1.815.858 ,  1.813.828 ,  1.864.450 ,  1.855.965 ,  1.880.414 ,  1.955.055 ,  1.877.032 ,  1.934.411 ,  1.895.129 ,  1.921.259 ,  22.316.179 
Nordeste,  3.719.427 ,  3.444.707 ,  3.629.040 ,  3.733.031 ,  3.671.927 ,  3.678.192 ,  3.633.964 ,  3.680.492 ,  3.823.780 ,  3.870.290 ,  3.961.921 ,  4.011.821 ,  44.858.591 
Sudeste/C.Oeste,  16.416.445 ,  16.149.752 ,  16.415.190 ,  17.087.728 ,  16.448.778 ,  16.452.891 ,  16.679.846 ,  16.808.652 ,  17.293.345 ,  17.555.268 ,  17.382.177 ,  17.360.226 ,  202.050.298 
Sul,  4.510.113 ,  4.690.228 ,  4.898.770 ,  4.873.311 ,  4.723.026 ,  4.556.564 ,  4.598.793 ,  4.653.182 ,  4.654.412 ,  4.590.698 ,  4.529.419 ,  4.665.214 ,  55.943.730 
